,J0014010,J0121510,J0144010,J0323010,J0611610,J0621610,J0626610,J1004520,J1103010,J1105810,J1114010,J1205410,J1313010,J1324010,J1405310,J1513010,J1524010,J1614010,J1711710,J1803010,J1813010,J2023010,J2034010,J2213110,J2233010,J2233020,J2314910,J2404010,J2603010,J2605410,J2723010,J3014330,J3205710,J3213020,J3403010,J3403020,J3404110,J3413030,J3514010,J3601810,J3821810,J3821820,J3834010,J4124420,J4125720,J4211910,J4214510,J4224010,J4514010,J4515420,J4614010,J4623020,J4734010,J4803010,J4902010,J5102210,J5202110,J5205210,J5224010,J5402120,J5412110,J5613010,J5618310,J5704810,J6213010,J7024010,J7083110,J7103010,J7114010,J7214010,J7313010,J7344010,J7353010,J7364220,J7513010,J7633010,J7803020,J7824010,J7973010,J8133010,J8363110,J8443010,J8502310,J8602410,J8632410,J8813010
1959,0.47594799022434725,0.45150295243716465,0.47998934652674236,0.33554566959959553,0.3040027306633135,0.312312588178495,0.33580007915966215,0.3286640269610256,0.3018621778956725,0.3019455027655289,0.2847174640314182,0.36227582597009256,0.32463522582359927,0.32617538781978195,0.34773868394816443,0.39864976808932157,0.398056610402087,0.42114317687891134,0.4205079809593789,0.41638881461328,0.44587557179307385,0.47892303717479817,0.4613302472908285,0.41511127574631335,0.44966702051161345,0.45819405564447596,0.47559998320617025,0.4203112958247892,0.42983775305426464,0.4358705425779835,0.4280906931984537,0.46433377732821474,0.4610346956758174,0.4563823138865274,0.3986847323753971,0.36861790413329365,0.3986847323753971,0.43677719615816724,0.4384205269635906,0.42052302705154443,0.4402476232327964,0.4432206679722562,0.42785084020709485,0.5266060038327312,0.5266060038327312,0.47907068752498344,0.4709071530320868,0.4954454483026348,0.554799650950601,0.5480161517832614,0.5066509008297494,0.4897491873198378,0.4727222598229732,0.4593554516049176,0.48298851597913117,0.46138764485954775,0.4254618439513417,0.42664745424419204,0.4242140256962682,0.43587396102863074,0.43587396102863074,0.39645519870060764,0.394473656266889,0.42016608920139853,0.3562358284150993,0.48850531210812387,0.4362056009668963,0.33798804702841967,0.34083087514213894,0.3616268680401165,0.2962138494158204,0.3342936155912859,0.35742214184212673,0.406373650049518,0.40244203823232755,0.4979434389590791,0.47397280448864615,0.5029551975002292,0.4509469131891213,0.30511919142431937,0.2701632310482157,0.3189372965014545,0.26071067563429806,0.37592831496357515,0.26827916329816126,0.2960176730894481
1960,0.6575296666160911,0.6321025545449525,0.6615842047257291,0.5458656227576106,0.7165820883745223,0.6975436273152011,0.5924525669318081,0.7032303962548151,0.7310173466695752,0.7315335688229934,0.6968962404383668,0.6724643494866793,0.7453433333392798,0.7541398810022477,0.7751608056927147,0.7542556540212635,0.7756446113525537,0.8182765166534561,0.7506056372646512,0.7548858240303207,0.802615079765909,0.7237994233551721,0.662660685761816,0.7449039637475993,0.7794169980840883,0.7908884408475281,0.807161906347516,0.7495885759460815,0.7594220147804808,0.7619165396918559,0.7611010773861061,0.7658802621108282,0.7696034211808958,0.7706556216629389,0.7486924553297938,0.7323117424489322,0.7486924553297938,0.7664408170568475,0.7646274880065396,0.7476495665683843,0.7384840269924507,0.7361045534613632,0.7387316041003306,0.6445618852304654,0.6445618852304654,0.6760317780988183,0.6764154937558471,0.6565795135596761,0.6690573611316167,0.6637781958523015,0.6602376239023735,0.667879423575912,0.683075674101761,0.6839886095029674,0.6816590365581334,0.6774468020351119,0.7452489051896849,0.7454349023554965,0.7532915842745179,0.7320969423010208,0.7320969423010208,0.6876040141440047,0.7070676575656227,0.6419615874263613,0.7141200122229908,0.7188503201054621,0.5898716818903512,0.5062879865482874,0.5211769613010755,0.5303156684235202,0.7216796560475316,0.6155919123327064,0.6036642689952219,0.26822961811960006,0.2722185808829568,0.689363407888165,0.6904456961008828,0.7137067279222175,0.7003008391315109,0.729890599178443,0.7339788741883653,0.7149720034237277,0.7140892885813097,0.4952818727081378,0.7176425554135698,0.725261756195307
1961,0.6797196061295411,0.7187271458527265,0.6668396701397792,0.8041857451958596,0.6367452415322928,0.6889401644584706,0.7921311317138112,0.7644272226853963,0.5785717135441947,0.5618419660652609,0.696025287149733,0.7962175576432174,0.7175394450632016,0.6395068409448252,0.6589198377160219,0.4339626734938849,0.5216167898398426,0.7207931416691686,0.40161205887478013,0.40812977038258147,0.6539049672061227,0.7329472260101056,0.7881934736332805,0.5814348945688963,0.5281884823818339,0.5676984577460991,0.7111020552243787,0.6017963675503872,0.6389605012641788,0.653832632688685,0.6427750471320484,0.72933312962985,0.7358067502530299,0.7204061164039901,0.5915764874968269,0.5187643541910835,0.5915764874968269,0.6610090815056509,0.657422390810345,0.5163915496773959,0.5278249900450632,0.5292848558508682,0.5697696804738477,0.6033506629379418,0.6033506629379418,0.5511445321612984,0.5415505761108756,0.5681793921757514,0.6311310005500022,0.6265436932026233,0.5849497651028108,0.5698709557495147,0.4681217191990178,0.49359063859653246,0.49705100555108245,0.4246109831906895,0.39353140664740205,0.39100290282133643,0.3963929744928476,0.3981279550879026,0.3981279550879026,0.3796368245444013,0.3975209511679113,0.3927899659683663,0.4491470986058327,0.675438924441659,0.7243178479226551,0.8530246639230995,0.8470761672157121,0.8498569189204556,0.6351012923934369,0.7790178464027008,0.7630267250141027,0.780072724618025,0.7895835560907993,0.6087206335350832,0.6762832658514517,0.6121563024538501,0.6513723532075567,0.5214305756822937,0.6438485803480499,0.4632280931904151,0.7524181013875028,0.7540429688868263,0.709795802116943,0.5182219119360845
1962,0.30125247338259536,0.27772615096258413,0.2545148449497464,0.0019011197784606507,0.3760567266005503,0.331518224539565,0.19658108842618882,0.23873805199622472,0.4342336442921165,0.4492989254879295,0.28926514595934844,0.05688344541919885,0.35468954278848935,0.4065574540748996,0.3964192664194002,0.49781229802544813,0.48277523415811097,0.38286302170791975,0.49502352027491575,0.5037357713912183,0.4579981296552086,0.43087199760979505,0.3695394143178493,0.4674827812200869,0.48182706234577544,0.4811878870942663,0.47689172424492354,0.4762874808966069,0.4946632972063831,0.5005626136404575,0.49958404466781847,0.5465337157896499,0.5495314468203855,0.534362312111394,0.47049984116776505,0.4373299147913764,0.47049984116776505,0.5089484434552678,0.5037547782314576,0.4748246046577667,0.4761740454733374,0.4750290800344905,0.4681898779141801,0.46748384604336857,0.46748384604336857,0.4546383335769252,0.4503612819902044,0.4621370630550582,0.5351612476625831,0.5182237394290967,0.47743542300183905,0.4729820886881876,0.46786255055108905,0.44938520637718954,0.4767147954101377,0.4810186177349497,0.4790619553668371,0.48094506639708823,0.5004177798955068,0.49402198382751666,0.49402198382751666,0.4313222949832583,0.4423660568349894,0.4586904775176061,0.4514741060537721,0.32186026271207596,0.2680783845114703,0.11740499343971927,0.1335984027821686,0.1774851699037096,0.36364267467272376,0.21860520595290273,0.3474468231471761,0.4766196099195488,0.4766818581483621,0.5241162361321514,0.5607322260224331,0.5284314889712658,0.5019773754626558,0.4632625236362782,0.36976016718554094,0.43141800598169905,0.5825360364203672,0.4505008438304654,0.331742396386334,0.45868465030895067
1963,0.1399779072620928,0.16307445159372658,0.23559686068505284,0.3198543349073242,0.15034658868272888,0.1819451228868988,0.23638019958873735,0.23301316564116345,0.13520332892159434,0.12347527657304574,0.1994257950384235,0.1924336780067743,0.1905382413980327,0.1625013891837322,0.2603187088648154,0.049981462198325624,0.14183829013060661,0.3347892146333221,0.022763481783364615,0.044095418348497215,0.2652363163458522,0.35586641389713247,0.3883671024297122,0.25221879804277497,0.15394204778994025,0.19392512285133395,0.4207839962369768,0.3018202330638802,0.37163054430867004,0.4120446948294222,0.3475144480963186,0.5046375750383749,0.5130162218888127,0.5023121103966391,0.27853755077326947,0.11393496372013454,0.27853755077326947,0.410742973146789,0.4094460938768557,0.13172156322525105,0.15007120207912256,0.1508927891506578,0.19558485538705694,0.27684296392995533,0.27684296392995533,0.17332426712012208,0.16232302373256,0.21888204627111704,0.08659086927455154,0.14232041400008955,0.17878310619695797,0.1270870498136504,0.1285886422433584,0.12087334368073158,0.13887275525368392,0.10221311678334348,-0.0017527801937281605,0.0017665411737848467,0.04049148267491757,0.04839020137504112,0.04839020137504112,-0.00404116755692656,0.025192450495747472,0.05059152153580761,-0.019786562810315357,0.12856450123172367,0.1971454844931236,0.20241416595457679,0.21635551810644002,0.1884210136893508,0.1957597874552155,0.24333727962281626,0.24617669474215703,0.27825830608244095,0.2934407356287696,-0.08542314913990195,-0.30900005921548734,-0.055117876012293586,-0.10419010394460082,0.08680631207797784,-0.11714233536799494,-0.023624136655919184,-0.2012826922126679,0.16308996014704247,-0.178687709055129,-0.029256255984943698
1964,0.07482880447658435,0.07376301695787343,0.07931306561037994,-0.2538060462317036,0.2858945368735148,0.25066817179386586,0.17860753246538771,0.11736882143515398,0.335805878753485,0.35146817796849295,0.22248506913415855,-0.27331792842302005,0.23360306348413096,0.3475376782020289,0.3925809349656668,0.3428192103377637,0.36434028634979226,0.4031027965019645,0.33159059004829045,0.3373862476985988,0.4142988442142207,0.500840019762701,0.4265069660500097,0.25633522913658124,0.3388581979414613,0.35856579722677506,0.3418518017819165,0.2552791543058065,0.2630725647830632,0.26261352878140787,0.2931836174424437,0.38368145472064963,0.378441490565588,0.33185047162974096,0.24683140659246144,0.24367551909051896,0.24683140659246144,0.28050169598647007,0.26610773484790573,0.2914093646525332,0.28066470814586947,0.2759785717093328,0.26319535071670835,0.16737470391209924,0.16737470391209924,0.19094810248447364,0.18888784392655922,0.17369811283262374,0.16048329662928418,0.16492369501858745,0.1728855891202024,0.17459933654284865,0.24635325909786251,0.21287822034538464,0.22997375622475238,0.2744185730834583,0.32377116669819633,0.3223912608709172,0.32697954083709857,0.3154804165820183,0.3154804165820183,0.3173580971896681,0.30523497079957085,0.2958587982200971,0.30337150875378727,0.08703350195574985,0.07064784185598431,0.11632975767991449,0.13211336305071583,0.11387475385151527,0.27576946458618545,0.18584940823849472,0.22658303301521954,0.22296859287370302,0.2243610427723664,0.1468364334143722,0.06816702903393282,0.21091440329633865,0.22308615640928525,0.3702663892212451,0.34554912713865615,0.3045216755619515,0.3711201390997007,0.25234994102285846,0.34289053428386373,0.3124852039352757
1965,0.34399877260823414,0.362784823264091,0.4787339004240732,0.47062564249239497,0.4953591524035965,0.4976400762400598,0.49858980906332573,0.4455287844367113,0.483853527750861,0.47352103368035914,0.5006038960396535,0.31954355420055597,0.44403844170796075,0.4711506087024429,0.4945723999497169,0.4906448389563705,0.4844927001377115,0.5056042532311583,0.4820259130117397,0.47682526925235735,0.5183206847461115,0.5500130725205904,0.5217582437792173,0.5471099904787055,0.5477820437529232,0.5510651341156093,0.5751522752932381,0.5507711219280089,0.5588111397894442,0.5604571697516174,0.5598926731565366,0.5699117560923255,0.5669324200919681,0.5662462879947849,0.5517853796640992,0.5378336846044662,0.5517853796640992,0.5643574925009689,0.5624084877240371,0.5316290211995394,0.5290716589550555,0.5289235883776282,0.5407348944029349,0.5024869184282341,0.5024869184282341,0.5219593251713529,0.5251606398879038,0.524814831264668,0.4902272597593612,0.4946038717364607,0.5206079725052409,0.5264405245066962,0.5145510144364591,0.5224050092465802,0.5156141617404102,0.5005990198383731,0.48635259588904145,0.4893490659510263,0.4928660303023348,0.5004328192027419,0.5004328192027419,0.5266134864111361,0.5111224031851107,0.467874590824524,0.40864894457861023,0.34887059368814577,0.3651819468277226,0.4708185437715086,0.47719866199760524,0.45906577573081975,0.5112397083810093,0.5027398154981226,0.4695742005475998,0.3588191659407831,0.35484878364633765,0.22025353436114006,0.19158225525143646,0.21113403587849083,0.15649065659164088,0.4664303938612233,0.3842760583727334,0.4217704910674725,0.2070455576227928,0.34325758710586873,0.34238109559990587,0.3695870772491575
1966,0.8134996032964659,0.8161788348085915,0.8383735313689074,0.8431247377333655,0.7542171703072145,0.7597982009260991,0.7339955059417291,0.8452446180999563,0.7210308958750173,0.7044567834627278,0.8035060348261654,0.8561899148449037,0.8020575149224946,0.7614666419796128,0.7864730208915146,0.6642870070548523,0.7182846930360153,0.8119079342896034,0.6538402776397014,0.6568168190292865,0.7598607298276099,0.7828832578397154,0.8254528420172937,0.6294675345504234,0.6690805338106547,0.690299529621299,0.7546889028322614,0.6421412810995957,0.6642149008383956,0.6734807654310121,0.6693693168739183,0.7344971706153965,0.7371182399972576,0.7212913017592909,0.636337936676058,0.5908880281895565,0.636337936676058,0.6817731978526599,0.6745024859557489,0.6306137749223909,0.6237479388345631,0.6205045809327793,0.6134406458557851,0.6991153578972136,0.6991153578972136,0.5913807837948889,0.5785435934499993,0.644624875129298,0.7379141126723014,0.7315774388093639,0.6646380321784494,0.6280701605800301,0.5459093343920065,0.5407558219481698,0.5934706647891537,0.5760752372843629,0.6500350974503887,0.648530489481238,0.6527524725884937,0.623903534594159,0.623903534594159,0.5878246572043746,0.6047422604800651,0.62421312126106,0.6354282472921308,0.7675053388256587,0.8246397524637175,0.6814843935346088,0.6929991690372785,0.6956066062663062,0.7795407197698785,0.7424613825120132,0.7045696452809114,0.527329113398365,0.520941474908084,0.718426289508852,0.7165366910184716,0.6451038476504097,0.5841755131981328,0.6800440623543789,0.5567770324778578,0.5948129788223355,0.5896604960378621,0.5209603192218,0.4876395956850039,0.6039900368693312
1967,0.5923469394450606,0.6200764720396734,0.5853157495733363,0.7504916460151895,0.6723037957160705,0.6889994752156177,0.6875058313765112,0.7632892595402857,0.6216161508414924,0.6012095976252242,0.7382473813350172,0.7645447223488026,0.7215818627450702,0.6550896437472713,0.6484708734251696,0.5778286520687268,0.6435388505398745,0.7087460732607413,0.5811598736840148,0.5915153150889559,0.7246849085184038,0.7405938925642678,0.7618882441971753,0.5488699890937234,0.6365701093796368,0.6696380346609704,0.7396481702209561,0.5720327786748429,0.6159306852113507,0.6363857771425885,0.6098232981319569,0.7286884315733672,0.7318963489301538,0.7126718449182678,0.5478642664932359,0.47036934739683156,0.5478642664932359,0.6430583268562657,0.6416687899036426,0.5635256067917387,0.5874913340864525,0.5921058921865441,0.5599671366236139,0.6183222659850582,0.6183222659850582,0.6170517347445885,0.6063110790295392,0.6090882778285763,0.6038122051956618,0.6107669749891889,0.6064462620523571,0.5901919157027613,0.5824470353606137,0.5849585061415126,0.5913092887682747,0.5545938234814416,0.5692878095872316,0.5663061133945304,0.567892671785245,0.5715149577729824,0.5715149577729824,0.34499771017074143,0.3078010855132072,0.4882704989878005,0.3448858115926865,0.47577819834036356,0.633125711622329,0.694747104217921,0.6914288621881612,0.6793602469934266,0.6951027789262085,0.6880376336808215,0.6402067789964241,0.4387312221710048,0.4492851131871255,0.26446104246927243,0.24969877254115205,0.254345626855246,0.31281229029464125,0.5604343657399206,0.5440805566127307,0.3064579183320697,0.23050506791099362,0.4916649759989082,0.5730883092068526,0.2814218404986405
1968,0.6435074541001685,0.6217530362642419,0.6104099934324709,0.6056040650308225,0.5676489621375185,0.5388216331203557,0.5062831028706172,0.4893811589251953,0.61140919328478,0.6242422912623453,0.4528118532830381,0.5107033025467349,0.6010633773178209,0.6636948187939143,0.6859582738075497,0.6408385888125849,0.6647528554986423,0.6957953957802729,0.623423216806465,0.6289003165784831,0.6940263027484068,0.7249525798972047,0.7758391383522478,0.47669290420423116,0.6000905657473579,0.6275042996469449,0.6566926358050535,0.47958980528783407,0.5049368467981843,0.507891007970748,0.5166978608665133,0.5865526666409133,0.5893695206060913,0.5714013948019239,0.460029607588973,0.44049459000267216,0.460029607588973,0.5190819814428149,0.5168573612940461,0.5450958911033357,0.5346469669572824,0.5316983588684772,0.4979417076560837,0.48826207835536267,0.48826207835536267,0.4596396548567068,0.4604984605204205,0.4699239155432359,0.5737933609812265,0.5515756963240948,0.4931204318361103,0.49424230683906123,0.5006106686443299,0.46973062355716666,0.5174792665373426,0.5592393302475767,0.6154750799019493,0.6128312170030514,0.6131367547118667,0.5978194235475747,0.5978194235475747,0.6066163059890064,0.571753696863731,0.6130671786635461,0.6075844282107691,0.6617586829570954,0.6031727250812537,0.47570090146717314,0.489427910778343,0.49008900303369396,0.5466345936124895,0.5087685807833562,0.517585705042004,0.4671182527087878,0.46015051819194963,0.6542706349187049,0.6586163426417873,0.5973707662890543,0.45301503409158506,0.6493107589999066,0.41924488058869214,0.584715846040875,0.5115483146391888,0.44208892010191947,0.35438778182108255,0.5852296072423306
